Trip_ID,Truck_ID,Driver_ID,Start_Location,End_Location,Scheduled_Departure,Scheduled_Arrival,Actual_Departure,Actual_Arrival,Weather_Condition,Traffic_Level,Road_Condition,Delay_Minutes,Distance_km,Fuel_Consumption_L,scheduled_duration_min,actual_duration_min,delay_recomputed,avg_speed_actual,fuel_efficiency_kmpl,hour_of_day,day_of_week,month,delay_min,computed_speed
T4231,TR20,D61,Delhi,Mumbai,2024-06-05 22:08:00,2024-06-06 03:19:00,2024-06-05 23:04:00,2024-06-06 03:11:00,Snow,Medium,Poor,-64,904,252.15,311,247.0,-64,219.5951417,3.585167558992663,22,2,6,-8.0,78.82579317134292
T4232,TR154,D125,Pune,Delhi,2024-03-06 12:53:00,2024-03-06 17:02:00,2024-03-06 13:24:00,2024-03-06 16:57:00,Rainy,Low,Poor,-36,599,220.32,249,213.0,-36,168.7323944,2.7187726942628903,12,2,3,-5.0,78.82579317134292
T4233,TR127,D456,Bangalore,Mumbai,2024-03-17 14:12:00,2024-03-17 23:15:00,2024-03-17 14:41:00,2024-03-18 01:26:00,Fog,Medium,Poor,102,681,195.97,543,645.0,102,63.34883721,3.475021686992907,14,6,3,131.0,63.348837209302324
T4234,TR68,D71,Ahmedabad,Chennai,2024-05-20 02:26:00,2024-05-20 09:44:00,2024-05-20 03:25:00,2024-05-20 11:53:00,Rainy,Low,Poor,70,1741,395.56,438,508.0,70,205.6299213,4.401355040954596,2,0,5,129.0,78.82579317134292
T4235,TR110,D326,Jaipur,Bangalore,2024-01-12 11:29:00,2024-01-12 20:04:00,2024-01-12 12:17:00,2024-01-12 19:39:00,Snow,High,Moderate,-73,56,13.48,515,442.0,-73,7.601809955,4.154302670623145,11,4,1,-25.0,7.601809954751132
T4236,TR116,D395,Bangalore,Chennai,2024-06-21 08:31:00,2024-06-21 09:38:00,2024-06-21 08:30:00,2024-06-21 12:20:00,Rainy,Medium,Poor,163,979,209.95,67,230.0,163,255.3913043,4.663015003572279,8,4,6,162.0,78.82579317134292
T4237,TR143,D364,Ahmedabad,Lucknow,2024-01-13 12:28:00,2024-01-13 18:45:00,2024-01-13 12:33:00,2024-01-13 20:15:00,Snow,Low,Moderate,85,691,157.84,377,462.0,85,89.74025974,4.377850988342625,12,5,1,90.0,89.74025974025975
T4238,TR120,D466,Delhi,Jaipur,2024-05-29 02:50:00,2024-05-29 09:23:00,2024-05-29 03:10:00,2024-05-29 09:51:00,Fog,Medium,Moderate,8,93,27.97,393,401.0,8,13.91521197,3.3249910618519842,2,2,5,28.0,13.915211970074813
T4239,TR79,D243,Delhi,Lucknow,2024-06-12 22:35:00,2024-06-13 03:24:00,2024-06-12 23:29:00,2024-06-13 05:51:00,Snow,Medium,Moderate,93,1267,377.89,289,382.0,93,199.0052356,3.3528275424065206,22,2,6,147.0,78.82579317134292
T4240,TR116,D490,Pune,Kolkata,2024-02-06 05:30:00,2024-02-06 14:57:00,2024-02-06 05:39:00,2024-02-06 17:42:00,Storm,Low,Poor,156,711,172.6,567,723.0,156,59.00414938,4.119351100811124,5,1,2,165.0,59.00414937759336
T4241,TR92,D249,Hyderabad,Pune,2024-04-15 02:57:00,2024-04-15 12:43:00,2024-04-15 03:25:00,2024-04-15 12:20:00,Clear,High,Poor,-51,297,90.68,586,535.0,-51,33.30841121,3.27525363917071,2,0,4,-23.0,33.308411214953274
T4242,TR14,D221,Bangalore,Kolkata,2024-02-08 13:19:00,2024-02-08 22:13:00,2024-02-08 13:04:00,2024-02-08 22:22:00,Fog,Medium,Moderate,24,1970,421.92,534,558.0,24,211.827957,4.669131588926811,13,3,2,9.0,78.82579317134292
T4243,TR155,D473,Bangalore,Chennai,2024-05-31 22:44:00,2024-06-01 06:29:00,2024-05-31 23:10:00,2024-06-01 08:52:00,Clear,Low,Poor,117,1683,507.04,465,582.0,117,173.5051546,3.3192647522877876,22,4,5,143.0,78.82579317134292
T4244,TR125,D447,Jaipur,Lucknow,2024-04-08 06:31:00,2024-04-08 12:17:00,2024-04-08 07:14:00,2024-04-08 13:10:00,Fog,Medium,Poor,10,86,23.1,346,356.0,10,14.49438202,3.7229437229437226,6,0,4,53.0,14.494382022471909
T4245,TR168,D21,Delhi,Lucknow,2024-03-23 16:20:00,2024-03-24 00:45:00,2024-03-23 16:37:00,2024-03-24 03:40:00,Fog,High,Poor,158,1386,531.43,505,663.0,158,125.4298643,2.6080575052217605,16,5,3,175.0,125.42986425339366
T4246,TR58,D494,Ahmedabad,Jaipur,2024-01-14 00:02:00,2024-01-14 06:44:00,2024-01-14 00:18:00,2024-01-14 08:54:00,Fog,High,Moderate,114,700,250.43,402,516.0,114,81.39534884,2.7951922692968094,0,6,1,130.0,81.39534883720931
T4247,TR28,D387,Mumbai,Delhi,2024-04-10 05:51:00,2024-04-10 12:15:00,2024-04-10 06:41:00,2024-04-10 12:42:00,Fog,Low,Moderate,-23,622,219.81,384,361.0,-23,103.3795014,2.8297165734043035,5,2,4,27.0,103.37950138504155
T4248,TR26,D82,Pune,Delhi,2024-04-15 17:12:00,2024-04-15 20:58:00,2024-04-15 17:21:00,2024-04-15 22:23:00,Snow,High,Poor,76,703,209.21,226,302.0,76,139.6688742,3.3602600258113857,17,0,4,85.0,139.66887417218544
T4249,TR113,D344,Hyderabad,Delhi,2024-05-26 08:06:00,2024-05-26 14:01:00,2024-05-26 08:30:00,2024-05-26 15:41:00,Storm,Medium,Poor,76,633,226.75,355,431.0,76,88.12064965,2.7916207276736493,8,6,5,100.0,88.12064965197216
T4250,TR191,D367,Lucknow,Bangalore,2024-02-08 04:48:00,2024-02-08 08:50:00,2024-02-08 05:30:00,2024-02-08 09:38:00,Snow,High,Moderate,6,1666,457.34,242,248.0,6,403.0645161,3.6428040407574236,4,3,2,48.0,78.82579317134292
T4251,TR66,D486,Mumbai,Pune,2024-03-06 19:30:00,2024-03-06 21:55:00,2024-03-06 20:29:00,2024-03-06 23:59:00,Snow,High,Good,65,126,39.71,145,210.0,65,36.0,3.173004281037522,19,2,3,124.0,36.0
T4252,TR153,D10,Chennai,Pune,2024-06-16 10:09:00,2024-06-16 13:37:00,2024-06-16 10:57:00,2024-06-16 14:11:00,Storm,High,Moderate,-14,1817,571.18,208,194.0,-14,561.9587629,3.181133793200042,10,6,6,34.0,78.82579317134292
T4253,TR131,D411,Kolkata,Lucknow,2024-02-09 20:26:00,2024-02-09 22:24:00,2024-02-09 20:29:00,2024-02-09 22:50:00,Fog,Medium,Poor,23,928,256.8,118,141.0,23,394.893617,3.6137071651090342,20,4,2,26.0,78.82579317134292
T4254,TR200,D12,Pune,Delhi,2024-02-05 22:16:00,2024-02-05 23:20:00,2024-02-05 22:28:00,2024-02-06 01:32:00,Storm,High,Good,120,1336,288.27,64,184.0,120,435.6521739,4.634544003885247,22,0,2,132.0,78.82579317134292
T4255,TR44,D263,Ahmedabad,Hyderabad,2024-03-07 02:34:00,2024-03-07 04:56:00,2024-03-07 03:32:00,2024-03-07 07:25:00,Clear,Medium,Poor,91,640,145.31,142,233.0,91,164.806867,4.404376849494184,2,3,3,149.0,78.82579317134292
T4256,TR97,D145,Mumbai,Jaipur,2024-01-11 01:56:00,2024-01-11 09:18:00,2024-01-11 02:22:00,2024-01-11 11:46:00,Storm,Low,Moderate,122,1498,318.09,442,564.0,122,159.3617021,4.709358986450376,1,3,1,148.0,78.82579317134292
T4257,TR42,D449,Ahmedabad,Hyderabad,2024-01-31 03:19:00,2024-01-31 12:17:00,2024-01-31 03:53:00,2024-01-31 12:03:00,Snow,Medium,Poor,-48,1695,340.67,538,490.0,-48,207.5510204,4.975489476619602,3,2,1,-14.0,78.82579317134292
T4258,TR6,D192,Jaipur,Kolkata,2024-01-12 12:39:00,2024-01-12 14:05:00,2024-01-12 13:11:00,2024-01-12 16:59:00,Fog,Medium,Good,142,1856,734.25,86,228.0,142,488.4210526,2.5277494041538984,12,4,1,174.0,78.82579317134292
T4259,TR167,D250,Pune,Lucknow,2024-04-06 04:41:00,2024-04-06 14:25:00,2024-04-06 05:22:00,2024-04-06 14:46:00,Snow,Low,Poor,-20,1820,430.13,584,564.0,-20,193.6170213,4.231278915676656,4,5,4,21.0,78.82579317134292
T4260,TR180,D114,Delhi,Jaipur,2024-01-10 06:54:00,2024-01-10 14:47:00,2024-01-10 06:47:00,2024-01-10 17:12:00,Clear,High,Moderate,152,789,281.83,473,625.0,152,75.744,2.799560018450839,6,2,1,145.0,75.744
T4261,TR23,D26,Hyderabad,Chennai,2024-02-05 01:05:00,2024-02-05 05:04:00,2024-02-05 01:19:00,2024-02-05 05:31:00,Fog,High,Moderate,13,1279,264.14,239,252.0,13,304.5238095,4.8421291739229195,1,0,2,27.0,78.82579317134292
T4262,TR89,D271,Ahmedabad,Lucknow,2024-05-13 02:03:00,2024-05-13 10:46:00,2024-05-13 02:05:00,2024-05-13 11:31:00,Rainy,Low,Moderate,43,143,46.62,523,566.0,43,15.1590106,3.0673530673530673,2,0,5,45.0,15.159010600706713
T4263,TR123,D499,Bangalore,Kolkata,2024-06-01 23:26:00,2024-06-02 09:12:00,2024-06-01 23:55:00,2024-06-02 10:24:00,Snow,High,Moderate,43,751,222.53,586,629.0,43,71.63751987,3.374825866175347,23,5,6,72.0,71.637519872814
T4264,TR178,D33,Mumbai,Kolkata,2024-06-04 10:34:00,2024-06-04 11:34:00,2024-06-04 11:24:00,2024-06-04 11:29:00,Snow,High,Good,-55,1259,254.47,60,5.0,-55,15108.0,4.947538020198845,10,1,6,-5.0,78.82579317134292
T4265,TR171,D62,Bangalore,Kolkata,2024-01-05 08:37:00,2024-01-05 14:07:00,2024-01-05 08:32:00,2024-01-05 14:03:00,Storm,Low,Poor,1,1191,255.14,330,331.0,1,215.8912387,4.668025397820805,8,4,1,-4.0,78.82579317134292
T4266,TR147,D229,Ahmedabad,Hyderabad,2024-06-14 06:37:00,2024-06-14 15:40:00,2024-06-14 07:33:00,2024-06-14 15:33:00,Fog,High,Poor,-63,96,36.67,543,480.0,-63,12.0,2.6179438232887917,6,4,6,-7.0,12.0
T4267,TR197,D303,Mumbai,Pune,2024-01-11 21:50:00,2024-01-11 23:37:00,2024-01-11 22:41:00,2024-01-12 00:27:00,Snow,Low,Good,-1,1877,717.19,107,106.0,-1,1062.45283,2.617158632998229,21,3,1,50.0,78.82579317134292
T4268,TR51,D95,Delhi,Jaipur,2024-05-23 05:34:00,2024-05-23 09:36:00,2024-05-23 05:33:00,2024-05-23 11:24:00,Clear,High,Poor,109,1200,263.9,242,351.0,109,205.1282051,4.547176960970065,5,3,5,108.0,78.82579317134292
T4269,TR11,D35,Kolkata,Chennai,2024-04-05 06:14:00,2024-04-05 13:26:00,2024-04-05 06:38:00,2024-04-05 14:21:00,Fog,High,Good,31,1151,430.13,432,463.0,31,149.1576674,2.6759351823867203,6,4,4,55.0,149.15766738660906
T4270,TR12,D193,Kolkata,Ahmedabad,2024-06-11 11:49:00,2024-06-11 21:47:00,2024-06-11 11:46:00,2024-06-11 23:32:00,Fog,High,Good,108,565,122.05,598,706.0,108,48.01699717,4.629250307251127,11,1,6,105.0,48.016997167138804
T4271,TR74,D456,Jaipur,Ahmedabad,2024-03-21 06:36:00,2024-03-21 16:02:00,2024-03-21 06:53:00,2024-03-21 18:27:00,Storm,High,Good,128,378,78.56,566,694.0,128,32.68011527,4.811608961303462,6,3,3,145.0,32.680115273775215
T4272,TR8,D76,Chennai,Delhi,2024-05-18 01:27:00,2024-05-18 10:52:00,2024-05-18 01:13:00,2024-05-18 10:53:00,Snow,Low,Good,15,402,157.06,565,580.0,15,41.5862069,2.559531389277983,1,5,5,1.0,41.58620689655173
T4273,TR152,D379,Kolkata,Bangalore,2024-05-29 12:23:00,2024-05-29 14:28:00,2024-05-29 12:41:00,2024-05-29 14:26:00,Snow,Medium,Moderate,-20,1643,538.69,125,105.0,-20,938.8571429,3.049991646401455,12,2,5,-2.0,78.82579317134292
T4274,TR41,D249,Chennai,Lucknow,2024-02-25 22:37:00,2024-02-26 00:28:00,2024-02-25 22:37:00,2024-02-26 01:43:00,Rainy,Medium,Good,75,1832,716.19,111,186.0,75,590.9677419,2.5579804241891115,22,6,2,75.0,78.82579317134292
T4275,TR164,D83,Mumbai,Bangalore,2024-03-15 22:34:00,2024-03-16 07:23:00,2024-03-15 22:32:00,2024-03-16 08:28:00,Rainy,Low,Good,67,237,88.36,529,596.0,67,23.8590604,2.682209144409235,22,4,3,65.0,23.859060402684563
T4276,TR85,D25,Kolkata,Ahmedabad,2024-04-09 10:15:00,2024-04-09 15:17:00,2024-04-09 10:45:00,2024-04-09 16:47:00,Fog,Low,Moderate,60,761,198.43,302,362.0,60,126.1325967,3.835105578793529,10,1,4,90.0,126.13259668508287
T4277,TR72,D57,Ahmedabad,Jaipur,2024-01-14 08:51:00,2024-01-14 15:27:00,2024-01-14 09:25:00,2024-01-14 16:40:00,Snow,High,Good,39,640,147.96,396,435.0,39,88.27586207,4.325493376588267,8,6,1,73.0,88.27586206896552
T4278,TR55,D32,Delhi,Mumbai,2024-01-21 00:43:00,2024-01-21 03:43:00,2024-01-21 00:32:00,2024-01-21 05:25:00,Storm,High,Good,113,279,75.43,180,293.0,113,57.1331058,3.6987935834548584,0,6,1,102.0,57.13310580204778
T4279,TR137,D319,Ahmedabad,Chennai,2024-01-22 20:55:00,2024-01-22 22:39:00,2024-01-22 21:22:00,2024-01-23 01:05:00,Snow,Medium,Moderate,119,1998,576.65,104,223.0,119,537.5784753,3.4648400242781583,20,0,1,146.0,78.82579317134292
T4280,TR47,D12,Ahmedabad,Mumbai,2024-05-15 18:10:00,2024-05-15 20:01:00,2024-05-15 18:12:00,2024-05-15 21:51:00,Storm,Medium,Good,108,370,122.65,111,219.0,108,101.369863,3.0167142274765593,18,2,5,110.0,101.36986301369863
T4281,TR143,D319,Chennai,Delhi,2024-03-07 06:53:00,2024-03-07 10:23:00,2024-03-07 07:25:00,2024-03-07 12:00:00,Rainy,Low,Poor,65,535,173.06,210,275.0,65,116.7272727,3.0914133826418584,6,3,3,97.0,116.72727272727273
T4282,TR176,D333,Lucknow,Mumbai,2024-04-09 09:14:00,2024-04-09 17:06:00,2024-04-09 10:02:00,2024-04-09 18:04:00,Clear,Low,Good,10,1445,365.27,472,482.0,10,179.8755187,3.9559777698688645,9,1,4,58.0,78.82579317134292
T4283,TR104,D92,Lucknow,Hyderabad,2024-01-10 03:18:00,2024-01-10 12:35:00,2024-01-10 03:28:00,2024-01-10 12:46:00,Snow,High,Moderate,1,1740,375.05,557,558.0,1,187.0967742,4.639381415811225,3,2,1,11.0,78.82579317134292
T4284,TR42,D1,Hyderabad,Mumbai,2024-03-06 22:15:00,2024-03-07 02:43:00,2024-03-06 23:13:00,2024-03-07 02:22:00,Rainy,High,Good,-79,127,36.17,268,189.0,-79,40.31746032,3.5111971246889686,22,2,3,-21.0,40.317460317460316
T4285,TR60,D435,Kolkata,Delhi,2024-05-01 18:31:00,2024-05-01 19:38:00,2024-05-01 19:25:00,2024-05-01 21:41:00,Clear,High,Good,69,1529,315.32,67,136.0,69,674.5588235,4.849042242800964,18,2,5,123.0,78.82579317134292
T4286,TR198,D326,Delhi,Hyderabad,2024-01-11 02:38:00,2024-01-11 10:08:00,2024-01-11 02:36:00,2024-01-11 10:03:00,Clear,Medium,Moderate,-3,568,215.95,450,447.0,-3,76.24161074,2.6302384811298913,2,3,1,-5.0,76.24161073825503
T4287,TR12,D136,Delhi,Bangalore,2024-03-15 19:38:00,2024-03-16 00:44:00,2024-03-15 20:28:00,2024-03-16 02:44:00,Rainy,Medium,Moderate,70,1673,365.84,306,376.0,70,266.9680851,4.57303739339602,19,4,3,120.0,78.82579317134292
T4288,TR130,D196,Bangalore,Mumbai,2024-05-09 19:34:00,2024-05-10 03:08:00,2024-05-09 20:19:00,2024-05-10 05:29:00,Rainy,Low,Poor,96,1921,574.0,454,550.0,96,209.5636364,3.346689895470383,19,3,5,141.0,78.82579317134292
T4289,TR7,D133,Ahmedabad,Hyderabad,2024-01-23 13:04:00,2024-01-23 19:42:00,2024-01-23 14:01:00,2024-01-23 20:27:00,Rainy,Medium,Poor,-12,242,51.8,398,386.0,-12,37.61658031,4.671814671814672,13,1,1,45.0,37.61658031088083
T4290,TR80,D473,Delhi,Hyderabad,2024-01-06 12:43:00,2024-01-06 20:34:00,2024-01-06 12:48:00,2024-01-06 20:42:00,Storm,High,Poor,3,795,165.68,471,474.0,3,100.6329114,4.798406566875905,12,5,1,8.0,100.63291139240506
T4291,TR131,D86,Mumbai,Jaipur,2024-04-14 11:21:00,2024-04-14 21:20:00,2024-04-14 12:00:00,2024-04-14 23:40:00,Fog,Low,Poor,101,893,210.07,599,700.0,101,76.54285714,4.250963964392821,11,6,4,140.0,76.54285714285714
T4292,TR109,D476,Pune,Delhi,2024-01-28 02:21:00,2024-01-28 09:05:00,2024-01-28 02:07:00,2024-01-28 09:26:00,Fog,Medium,Moderate,35,858,253.27,404,439.0,35,117.2665148,3.3876890275200378,2,6,1,21.0,117.26651480637814
T4293,TR3,D295,Ahmedabad,Bangalore,2024-04-22 01:57:00,2024-04-22 07:52:00,2024-04-22 01:44:00,2024-04-22 09:24:00,Fog,High,Poor,105,1659,455.48,355,460.0,105,216.3913043,3.642311407745675,1,0,4,92.0,78.82579317134292
T4294,TR27,D279,Chennai,Pune,2024-04-17 18:56:00,2024-04-17 23:50:00,2024-04-17 18:53:00,2024-04-18 00:17:00,Storm,Low,Poor,30,1883,485.38,294,324.0,30,348.7037037,3.879434669743294,18,2,4,27.0,78.82579317134292
T4295,TR114,D324,Ahmedabad,Jaipur,2024-01-21 15:00:00,2024-01-21 23:24:00,2024-01-21 15:05:00,2024-01-22 00:09:00,Rainy,Medium,Moderate,40,468,128.04,504,544.0,40,51.61764706,3.655107778819119,15,6,1,45.0,51.61764705882353
T4296,TR107,D180,Delhi,Jaipur,2024-05-18 06:41:00,2024-05-18 11:33:00,2024-05-18 06:58:00,2024-05-18 12:42:00,Fog,Low,Good,52,1491,332.97,292,344.0,52,260.0581395,4.477880890170285,6,5,5,69.0,78.82579317134292
T4297,TR40,D4,Jaipur,Kolkata,2024-02-19 01:37:00,2024-02-19 07:46:00,2024-02-19 01:41:00,2024-02-19 09:55:00,Storm,Low,Good,125,1978,446.62,369,494.0,125,240.242915,4.428820921588823,1,0,2,129.0,78.82579317134292
T4298,TR161,D126,Mumbai,Kolkata,2024-04-17 15:21:00,2024-04-18 00:18:00,2024-04-17 15:23:00,2024-04-18 00:05:00,Storm,Medium,Good,-15,866,342.07,537,522.0,-15,99.54022989,2.5316455696202533,15,2,4,-13.0,99.54022988505749
T4299,TR129,D175,Mumbai,Kolkata,2024-05-19 06:14:00,2024-05-19 15:47:00,2024-05-19 06:36:00,2024-05-19 15:58:00,Rainy,High,Good,-11,455,158.03,573,562.0,-11,48.57651246,2.879200151869898,6,6,5,11.0,48.57651245551601
T4300,TR8,D251,Kolkata,Chennai,2024-02-04 13:31:00,2024-02-04 20:06:00,2024-02-04 13:40:00,2024-02-04 19:37:00,Clear,Medium,Good,-38,470,137.88,395,357.0,-38,78.99159664,3.408761241659414,13,6,2,-29.0,78.99159663865547
T4301,TR101,D21,Lucknow,Ahmedabad,2024-03-16 06:04:00,2024-03-16 07:55:00,2024-03-16 06:26:00,2024-03-16 10:32:00,Storm,High,Moderate,135,365,87.3,111,246.0,135,89.02439024,4.180985108820161,6,5,3,157.0,89.02439024390245
T4302,TR160,D485,Chennai,Bangalore,2024-06-25 19:44:00,2024-06-26 01:44:00,2024-06-25 19:43:00,2024-06-26 01:46:00,Snow,Low,Poor,3,61,19.84,360,363.0,3,10.08264463,3.0745967741935485,19,1,6,2.0,10.082644628099175
T4303,TR124,D440,Kolkata,Pune,2024-04-20 04:46:00,2024-04-20 09:48:00,2024-04-20 04:59:00,2024-04-20 12:11:00,Storm,High,Poor,130,428,129.42,302,432.0,130,59.44444444,3.307062277855046,4,5,4,143.0,59.44444444444444
T4304,TR176,D105,Hyderabad,Lucknow,2024-03-10 19:08:00,2024-03-11 02:03:00,2024-03-10 19:56:00,2024-03-11 05:01:00,Clear,High,Poor,130,341,93.29,415,545.0,130,37.5412844,3.655268517525994,19,6,3,178.0,37.54128440366972
T4305,TR107,D66,Pune,Hyderabad,2024-03-14 13:33:00,2024-03-14 21:54:00,2024-03-14 13:49:00,2024-03-14 22:22:00,Clear,Low,Good,12,859,216.16,501,513.0,12,100.4678363,3.9739082161361954,13,3,3,28.0,100.46783625730993
T4306,TR101,D443,Bangalore,Jaipur,2024-04-20 03:12:00,2024-04-20 06:10:00,2024-04-20 04:08:00,2024-04-20 07:19:00,Snow,Medium,Moderate,13,913,192.03,178,191.0,13,286.8062827,4.754465448107067,3,5,4,69.0,78.82579317134292
T4307,TR4,D263,Mumbai,Chennai,2024-01-09 17:26:00,2024-01-10 01:14:00,2024-01-09 17:53:00,2024-01-10 03:48:00,Fog,Low,Good,127,944,209.24,468,595.0,127,95.19327731,4.511565666220608,17,1,1,154.0,95.19327731092437
T4308,TR198,D49,Chennai,Hyderabad,2024-01-31 22:51:00,2024-02-01 06:01:00,2024-01-31 22:48:00,2024-02-01 08:40:00,Storm,High,Moderate,162,1154,339.61,430,592.0,162,116.9594595,3.3980153705721268,22,2,1,159.0,116.95945945945945
T4309,TR110,D16,Lucknow,Chennai,2024-01-02 07:33:00,2024-01-02 09:45:00,2024-01-02 07:42:00,2024-01-02 12:25:00,Rainy,Medium,Moderate,151,1971,445.93,132,283.0,151,417.8798587,4.419976229453053,7,1,1,160.0,78.82579317134292
T4310,TR19,D145,Chennai,Mumbai,2024-02-19 15:32:00,2024-02-20 00:00:00,2024-02-19 16:05:00,2024-02-20 00:42:00,Rainy,Medium,Good,9,976,213.02,508,517.0,9,113.2688588,4.581729415078396,15,0,2,42.0,113.26885880077369
T4311,TR32,D340,Bangalore,Chennai,2024-05-31 11:21:00,2024-05-31 20:11:00,2024-05-31 11:13:00,2024-05-31 22:19:00,Snow,Low,Moderate,136,837,219.92,530,666.0,136,75.40540541,3.8059294288832306,11,4,5,128.0,75.4054054054054
T4312,TR137,D250,Bangalore,Mumbai,2024-04-30 16:55:00,2024-04-30 20:30:00,2024-04-30 17:07:00,2024-04-30 22:46:00,Clear,Low,Good,124,935,288.57,215,339.0,124,165.4867257,3.2401150500745053,16,1,4,136.0,78.82579317134292
T4313,TR12,D343,Kolkata,Mumbai,2024-06-21 07:40:00,2024-06-21 13:49:00,2024-06-21 07:35:00,2024-06-21 14:43:00,Fog,High,Poor,59,1111,228.71,369,428.0,59,155.7476636,4.857680031480914,7,4,6,54.0,78.82579317134292
T4314,TR139,D354,Ahmedabad,Lucknow,2024-06-07 08:37:00,2024-06-07 10:12:00,2024-06-07 09:16:00,2024-06-07 10:03:00,Storm,Medium,Moderate,-48,694,141.47,95,47.0,-48,885.9574468,4.9056337032586415,8,4,6,-9.0,78.82579317134292
T4315,TR46,D75,Hyderabad,Pune,2024-01-05 15:58:00,2024-01-05 21:05:00,2024-01-05 15:52:00,2024-01-05 20:51:00,Storm,Medium,Moderate,-8,249,81.33,307,299.0,-8,49.96655518,3.061600885282184,15,4,1,-14.0,49.96655518394649
T4316,TR119,D290,Hyderabad,Lucknow,2024-03-24 17:10:00,2024-03-25 01:17:00,2024-03-24 17:53:00,2024-03-25 02:57:00,Storm,Low,Poor,57,1345,301.39,487,544.0,57,148.3455882,4.462656358870567,17,6,3,100.0,148.34558823529412
T4317,TR16,D417,Delhi,Chennai,2024-02-08 00:35:00,2024-02-08 02:18:00,2024-02-08 01:24:00,2024-02-08 02:19:00,Rainy,Low,Poor,-48,621,238.44,103,55.0,-48,677.4545455,2.6044287871162557,0,3,2,1.0,78.82579317134292
T4318,TR129,D282,Hyderabad,Ahmedabad,2024-04-23 12:27:00,2024-04-23 20:59:00,2024-04-23 12:16:00,2024-04-23 21:01:00,Fog,High,Moderate,13,1681,670.8,512,525.0,13,192.1142857,2.5059630292188433,12,1,4,2.0,78.82579317134292
T4319,TR63,D66,Chennai,Mumbai,2024-04-25 04:51:00,2024-04-25 07:49:00,2024-04-25 04:55:00,2024-04-25 10:30:00,Snow,High,Poor,157,1588,469.97,178,335.0,157,284.4179104,3.37893908121795,4,3,4,161.0,78.82579317134292
T4320,TR109,D125,Hyderabad,Pune,2024-06-26 19:20:00,2024-06-27 02:08:00,2024-06-26 19:09:00,2024-06-27 01:47:00,Rainy,Medium,Poor,-10,762,208.4,408,398.0,-10,114.8743719,3.656429942418426,19,2,6,-21.0,114.87437185929647
T4321,TR119,D319,Lucknow,Chennai,2024-04-29 22:39:00,2024-04-30 06:06:00,2024-04-29 23:30:00,2024-04-30 05:40:00,Clear,Low,Moderate,-77,1195,309.12,447,370.0,-77,193.7837838,3.865812629399586,22,0,4,-26.0,78.82579317134292
T4322,TR21,D87,Hyderabad,Jaipur,2024-06-09 15:24:00,2024-06-09 17:33:00,2024-06-09 15:38:00,2024-06-09 18:10:00,Fog,High,Good,23,1301,377.58,129,152.0,23,513.5526316,3.4456274167063934,15,6,6,37.0,78.82579317134292
T4323,TR158,D41,Mumbai,Pune,2024-04-15 06:09:00,2024-04-15 14:42:00,2024-04-15 06:27:00,2024-04-15 16:57:00,Clear,Medium,Moderate,117,1618,573.35,513,630.0,117,154.0952381,2.8220109880526727,6,0,4,135.0,78.82579317134292
T4324,TR13,D470,Delhi,Jaipur,2024-03-28 14:14:00,2024-03-28 19:40:00,2024-03-28 13:59:00,2024-03-28 20:51:00,Storm,High,Moderate,86,375,111.54,326,412.0,86,54.61165049,3.3620225927918233,14,3,3,71.0,54.6116504854369
T4325,TR162,D186,Chennai,Mumbai,2024-05-28 05:29:00,2024-05-28 13:46:00,2024-05-28 05:40:00,2024-05-28 16:04:00,Rainy,Medium,Good,127,657,144.25,497,624.0,127,63.17307692,4.554592720970537,5,1,5,138.0,63.17307692307692
T4326,TR4,D354,Bangalore,Hyderabad,2024-04-27 07:54:00,2024-04-27 14:59:00,2024-04-27 08:41:00,2024-04-27 15:41:00,Fog,High,Poor,-5,1347,403.38,425,420.0,-5,192.4285714,3.33928305815856,7,5,4,42.0,78.82579317134292
T4327,TR156,D380,Kolkata,Bangalore,2024-03-05 10:59:00,2024-03-05 15:05:00,2024-03-05 11:17:00,2024-03-05 17:43:00,Rainy,Low,Moderate,140,1333,334.86,246,386.0,140,207.2020725,3.980768082183599,10,1,3,158.0,78.82579317134292
T4328,TR102,D335,Pune,Mumbai,2024-01-28 07:01:00,2024-01-28 11:47:00,2024-01-28 07:17:00,2024-01-28 13:39:00,Fog,Medium,Poor,96,221,52.59,286,382.0,96,34.71204188,4.202319832667808,7,6,1,112.0,34.712041884816756
T4329,TR59,D266,Kolkata,Lucknow,2024-04-30 11:29:00,2024-04-30 13:29:00,2024-04-30 12:24:00,2024-04-30 13:50:00,Storm,Low,Poor,-34,287,66.27,120,86.0,-34,200.2325581,4.330768070016599,11,1,4,21.0,78.82579317134292
T4330,TR128,D271,Ahmedabad,Kolkata,2024-06-18 14:43:00,2024-06-18 18:30:00,2024-06-18 15:13:00,2024-06-18 18:07:00,Fog,Low,Good,-53,397,106.72,227,174.0,-53,136.8965517,3.720014992503748,14,1,6,-23.0,136.89655172413794
T4331,TR27,D42,Pune,Ahmedabad,2024-04-21 21:21:00,2024-04-22 00:32:00,2024-04-21 22:13:00,2024-04-22 03:05:00,Storm,Medium,Moderate,101,724,257.26,191,292.0,101,148.7671233,2.814273497628858,21,6,4,153.0,148.76712328767124
T4332,TR69,D93,Lucknow,Pune,2024-02-21 08:28:00,2024-02-21 12:02:00,2024-02-21 09:09:00,2024-02-21 13:09:00,Rainy,High,Good,26,1444,303.92,214,240.0,26,361.0,4.751250329033956,8,2,2,67.0,78.82579317134292
